Author,Book_name,Content,Issuiers,Market_Price,Num_Page,Price,Publish_date,Publisher,Status,Weight
Kulzsc,"Những Khi Hạnh Phúc, Những Lúc Vỡ Tan - Bản Đặc Biệt - Tặng Kèm 1 Bookmark + 10 Postcard Tô Màu","Nối tiếp thành công của những cuốn sách tô màu vạn bản, chàng tác giả - họa sĩ tài hoa Kulzsc đã trở lại với một cuốn sách tranh vô cùng đặc biệt mang tên ""Những khi hạnh phúc, những lúc vỡ tan"".",SkyBooks,159000,208,135000,21/08/2024,NXB Phụ Nữ Việt Nam,Còn hàng,400
Nguyễn Thắm,Những Người Bạn Đồ Dùng Học Tập - Chuyến Đi Cuối Cùng Của Hủ Mực Tím,"Đọc trọn bộ và học những bài học nhỏ cùng những người bạn Đồ dùng học tập, với những câu chuyện nhỏ về tình bạn, giúp bé vượt qua trạng thái lo lắng, sợ hãi những điều không đâu, biết chăm sóc bản thân, tự tin với chính mình, quý trọng tận dụng đồ đạc, sáng tạo và tái chế thành những vật dụng hữu ích, bảo vệ môi trường.",NXB Trẻ,25000,24,21000,24/06/2024,NXB Trẻ,Còn hàng,250
Uyên Đào,Những Người Bạn Đồ Dùng Học Tập - Nổi Buồn Của Bút Sáp Đen Và Bút Sáp Trắng,Bộ sách Những người bạn Đồ dùng học tập,NXB Trẻ,25000,24,21000,21/06/2024,NXB Trẻ,Còn hàng,250
Walther Ziegler,Những Nhà Tư Tưởng Lớn - Kafka Trong 60 Phút,"Kafka là nhà văn tiếng Đức rất được yêu thích trên cả thế giới. Chúng ta ghi ơn ông không chỉ vì các tác phẩm của ông là một phần văn chương thế giới xuất sắc, mà còn bởi chúng là một khám phá triết học rộng lớn. Trong các truyện thuyết của mình, ông đã đưa đến cho ta một thức nhận sâu xa đi vào trong những vực thẳm, cùng với cái cấu trúc cơ bản về mối tương quan liên nhân. Không một ai có thể bàng quan trước những miêu tả và truyện thuyết của ông.",Cty Văn Hóa Văn Lang,105000,192,89000,02/06/2024,NXB Hồng Đức,Còn hàng,340
Uyên Đào,Những Người Bạn Đồ Dùng Học Tập - Nụ Cười Gỉ Sét Của Chuốt Bút Chì,"Thích ăn kẹo ngọt nhưng không chịu đánh răng khiến hàm răng của Chuốt Bút Chì ngày càng hôi hám, gỉ sét. Trải qua một giấc mơ đáng sợ, thấy mình bị trở thành vật bị bỏ đi vì không có ích nữa, Chuốt Bút Chì mới hiểu ra rằng, việc chăm sóc bản thân cần thiết vô cùng.",NXB Trẻ,25000,24,21000,21/06/2024,NXB Trẻ,Còn hàng,250
Walther Ziegler,Những Nhà Tư Tưởng Lớn - Đức Phật Trong 60 Phút,"“Triết học cho mọi người! Bộ sách Những nhà tư tưởng lớn lần đầu tiên trình bày sâu sắc công trình của các nhà triết học quan trọng nhất: Dễ hiểu, thú vị và rất thời sự.” - Martin Politowski -",Cty Văn Hóa Văn Lang,98000,184,83000,03/06/2024,NXB Hồng Đức,Còn hàng,340
Walther Ziegler,Những Nhà Tư Tưởng Lớn - Descartes Trong 60 Phút,"Triết gia người Pháp Rene Descartes (1596-1650) là một trong những triết gia nổi tiếng nhất thế giới. Từ thuở ấu thơ trên ghế nhà trường, trẻ em Pháp đã học nằm lòng một câu ngắn nhưng nổi tiếng khắp thế giới: “Tôi tư duy, vậy tôi tồn tại”. Phát biểu này của Descartes đã trở thành một phần di sản văn hóa của nhân loại. Descartes được xem là người sáng lập ra thuyết duy lý và là cha đẻ của toàn bộ nền triết học hiện đại. Ông xứng đáng với danh hiệu vinh dự ”Cha đẻ của triết học hiện đại”, bởi trong thời đại của ông, Descartes đã dám làm một điều mang tính cách mạng và thực sự là một Columbus của triết học. Cũng như nhà hàng hải vĩ đại đã khám phá ra một lục địa chưa từng được biết cho đến thời đó, cái gọi là “Thế giới Mới”, Descartes đã thành công trong việc mở ra một chiều kích nhận thức mới và thay đổi toàn bộ quan niệm của ta về thế giới.",Cty Văn Hóa Văn Lang,95000,160,80500,29/07/2024,NXB Hồng Đức,Còn hàng,350
Walther Ziegler,Những Nhà Tư Tưởng Lớn - Epikur Trong 60 Phút,"Nhà triết học Epicurus đã gây tranh cãi từ thời cổ đại. Ý niệm cốt lõi đầy khiêu khích của ông đơn giản một cách quyến rũ. Bản tính tự nhiên của mỗi con người đều có một loại la bàn nội tại. Để được hạnh phúc, họ phải làm những gì mang lại cho họ sự vui sướng và an lạc, và ngược lại, tránh bất cứ điều gì khiến họ không hài lòng hoặc tổn hại. Epicurus là tổ phụ của nguyên tắc sự vui sướng:",Cty Văn Hóa Văn Lang,88000,144,74500,03/06/2024,NXB Hồng Đức,Còn hàng,350
Nguyễn Thắm,Những Người Bạn Đồ Dùng Học Tập - Vết Mực Kì Diệu,"Hũ Mực Xanh vô tình làm lem mực ra Giấy Trắng khiến cho Giấy Trắng giận và lo sợ mình sẽ bị vứt đi. Hũ Mực Xanh phải tìm ra cách để sửa chữa lỗi lầm của mình gây ra cho Giấy Trắng. Cậu bèn đi tìm những người bạn đồ dùng học tập xin giúp đỡ. Cùng theo dõi câu chuyện để học được bài học về sự quyết tâm, và dũng cảm đối diện với lỗi lầm.",NXB Trẻ,25000,24,21000,21/06/2024,NXB Trẻ,Còn hàng,250
Nhiều tác giả,Những Truyền Thuyết Không Thể Không Biết Của Ba Lan - Cá Thờn Bơn Vênh Mặt,gồm:,NXB Phụ Nữ Việt Nam,34000,24,28500,17/05/2024,NXB Phụ Nữ,Còn hàng,250
Edmondo De Amicis,Những Tấm Lòng Cao Cả,"Là áng văn mẫu mực trong kho tàng tác phẩm văn học kinh điển dành cho thiếu nhi, kể từ khi ra mắt lần đầu vào cuối thế kỉ 19, cho đến nay, Những Tấm Lòng Cao Cả của Edmondo De Amicis vẫn là cuốn tiểu thuyết có tầm ảnh hưởng sâu rộng tới nhiều thế hệ độc giả trẻ bởi ý nghĩa nhân văn sâu sắc xuất phát từ những điều chân thành và bình dị.",AZ Việt Nam,139000,392,118000,26/08/2024,NXB Dân Trí,Còn hàng,550
Nhiều tác giả,Những Truyền Thuyết Không Thể Không Biết Của Ba Lan - Rồng Va-Ven Khác Thường,gồm:,NXB Phụ Nữ Việt Nam,34000,24,28500,17/05/2024,NXB Phụ Nữ,Còn hàng,250
Walther Ziegler,Những Nhà Tư Tưởng Lớn - Popper Trong 60 Phút,Popper nêu ra lý tưởng về khoa học của “xã hội mở“: Mọi lý thuyết khoa học đều chỉ có giá trị hiệu lực cho đến khi nó bị phản bác bởi một ví dụ phản chứng hoặc bị thay thế bởi một lý thuyết chính xác hơn. Xã hội phải luôn luôn cởi mở đối với việc phê phán và đổi mới nhận thức của chúng ta.,Cty Văn Hóa Văn Lang,94000,152,79500,02/06/2024,NXB Hồng Đức,Còn hàng,350
Agnieszka Frączek,Những Truyền Thuyết Không Thể Không Biết Của Ba Lan - Hoa Dương Xỉ Thần Kì,gồm:,NXB Phụ Nữ Việt Nam,34000,24,28500,17/05/2024,NXB Phụ Nữ,Còn hàng,250
Minh Tánh Nguyễn Duy Nhiên,Nước Bùn Vẫn Trong,"Với nhan đề ""Nước bùn vẫn trong"" chúng tôi muốn chia sẻ rằng, nước trong một cốc có thể bị đục vì bùn, nhưng nước không phải là bùn. Bản chất của nước bao giờ cũng vẫn trong. Đôi khi cuộc sống của chúng ta bị vẩn đục, che phủ bởi bởi những phiền não, cảm xúc khó khăn, nhưng những phiền não đó không phải là bản chất của mình.",PhanBook,118000,192,100000,28/09/2024,NXB Phụ Nữ Việt Nam,Còn hàng,400
Nhiều tác giả,Những Truyền Thuyết Không Thể Không Biết Của Ba Lan - Ổ Bánh Mì Khiến Nhà Vua Mê Tít,gồm:,NXB Phụ Nữ Việt Nam,34000,24,28500,17/05/2024,NXB Phụ Nữ,Còn hàng,250
Nguyễn Khắc Cường,Nụ Hôn Dưới Vòm Cây,"Phóng viên trẻ Hải Đường là một chàng trai sôi nổi, nhiệt huyết. Khi lần theo dấu tích những người bạn xưa của bà ngoại, anh đã tình cờ phát hiện một câu chuyện bi hùng và đẹp đẽ của những người lớn lên trong thời chiến. Họ đã sống, yêu thương, và dành những năm tháng thanh xuân rực rỡ nhất cho đất nước, trong cuộc chiến tranh vệ quốc vĩ đại.",NXB Trẻ,75000,160,63500,30/09/2024,NXB Trẻ,Còn hàng,350
Okamoto Kido,Okamoto Kido Tuyển Tập - Đèn Lồng Đá,Vong hồn sũng nước gây kinh hãi,AZ Việt Nam,99000,224,84000,09/09/2024,NXB Dân Trí,Còn hàng,400
David O'Connell,"Ông Nội Phiêu Lưu Ký - Câu Chuyện Về Nửa Triệu Bảng Anh, Một Ông Nội Mới Toanh, Và Một Chuyến Phiêu Lưu Vô Giá","Một ngày, Frank John Davenport bỗng được thừa kế cả gia tài từ một người bà mà cậu còn chưa hề biết tới. Số tiền khổng lồ ấy đến với cậu kèm theo những chỉ dẫn nghiêm túc và một Ông Nội Mới .",Nhã Nam,149000,366,126500,31/08/2024,NXB Hội Nhà Văn,Còn hàng,650
Samuel Beckett,Ông Molloy,"“Phải, suốt đời tôi sống trong nỗi kinh hoàng về những vết thương nhiễm trùng, dù tôi là kẻ không bao giờ bị nhiễm trùng, vì người tôi đầy a xít. Đời tôi, đời tôi, tôi nói về nó, khi thì như một điều đã chấm dứt, khi thì như một trò đùa còn đang kéo dài, và tôi đã nhầm, bởi nó vừa đã chấm dứt lại vừa kéo dài, ta phải đùng dộng từ ở thể nào đề diễn tả điều này? Người thợ đồng hồ đã lên hết dây cót và đã chôn cái đồng hồ, trước khi chết, để những bánh răng cưa cong queo của nó, một ngày nào đó, sẽ kể về Thượng Đế với những con côn trùng.”",Nhã Nam,190000,340,161500,01/08/2024,NXB Phụ Nữ Việt Nam,Còn hàng,550
Ari Ubeysekara,Phật Học Căn Bản - Tập 3,Lời tựa được Thầy Thích Quảng Lâm -Trung tâm Biên phiên dịch Tư liệu Phật giáo quốc tế viết cho bộ sách Phật học căn bản.,Thái Hà,350000,752,297500,16/08/2024,NXB Tôn Giáo,Còn hàng,900
Ari Ubeysekara,Phật Học Căn Bản - Tập 1,Lời giới thiệu của Sa môn Thích Kiến Nguyệt – Trụ trì Thiền Viện Trúc Lâm Tây Thiên dành cho bộ sách Phật học căn bản.,Thái Hà,350000,724,297500,16/08/2024,NXB Tôn Giáo,Còn hàng,900
Ari Ubeysekara,Phật Học Căn Bản - Tập 2,"“Vào thế kỷ thứ ba trước công nguyên, đại đế Asoka của Ấn Độ đã bắt đầu công cuộc truyền bá Đạo Phật khắp đất nước Ấn Độ và sang các nước lân bang. Kể từ đó Đạo Phật đã không còn là tôn giáo của bổn địa mà đã vượt ra khỏi cái nôi của nó để lan rộng và bén rễ khắp nơi trên toàn cầu. Bắt đầu từ châu Á, nó đã đến châu Âu vào thế kỷ mười chín và nở rộ vào đầu thế kỷ hai mươi. Nhiều trung tâm Phật giáo được thành lập, các phân viện Phật học trong các trường đại học lớn ở châu Âu đã nghiên cứu và giảng dạy Đạo Phật một cách nghiêm túc và cẩn trọng. Người Châu Âu đến với Đạo Phật không giống như một tín đồ, mà họ đã được truyền cảm hứng từ những giá trị vô cùng to lớn mà Đạo Phật đã đem đến cho đời sống của họ. Họ đến với Đạo Phật để sống và thực hành chứ không phải để tôn thờ hay sùng bái.",Thái Hà,350000,752,297500,16/08/2024,NXB Tôn Giáo,Còn hàng,900
Nguyễn Văn Ngọc,Quốc Văn Giáo Khoa Thư,"Năm 1924, Nha Học chính Đông Pháp (cơ quan trực thuộc Bộ Quốc dân Giáo dục) ủy thác cho bốn học giả uy tín là Trần Trọng Kim, Nguyễn Văn Ngọc, Đặng Đình Phúc và Đỗ Thận biên soạn hai bộ Quốc văn giáo khoa thư và Luân lý giáo khoa thư, gọi chung là Việt Nam tiểu học tùng thư. Hai bộ sách này đã lần đầu tiên đánh dấu sự ra đời của các sách giáo khoa biên soạn bằng chữ quốc ngữ và đưa vào giảng dạy rộng rãi trong các trường học trên toàn lãnh thổ Việt Nam.",NXB Tổng Hợp TPHCM,180000,416,153000,07/05/2023,NXB Tổng Hợp TPHCM,Còn hàng,600
Nhiều tác giả,Quyết Liệt Sống,"Chọn Quyết liệt sống làm tựa cho tập sách, các tác giả muốn gợi lại những ký ức đẹp về nhà báo Minh Hiền: đồng hành, thủy chung cùng người bạn đời, cũng là đồng đội, đồng nghiệp, cùng sống, chiến đấu, cùng chia ngọt sẻ bùi cuộc sống vợ chồng với bao gian khó trong chiến tranh lẫn khi hòa bình hay khi đối mặt với những thách thức bởi cuộc sống mưu sinh, bởi những rủi ro “sinh nghề tử nghiệp”, bởi bệnh tật... Cho dù trải qua 17 năm trời sống cùng căn bệnh nan y ngày đêm giày vò, bòn rút hết mọi tâm lực, cày xéo trên cơ thể mỏng manh, người phụ nữ ấy vẫn cứng cõi, chiến đấu đến cùng với tử thần để kéo dài cuộc sống vì chồng con, vì đồng đội, vì bè bạn và vì sự nghiệp làm báo.",NXB Trẻ,290000,556,246500,02/06/2024,NXB Trẻ,Còn hàng,700
Quản Trọng,Quản Tử - Thuật Cai Trị Đất Nước Của Bậc Quân Vương,"Hôm sau, Quản Trọng vào chầu, Hoàn công nói: “Quả nhân muốn nghe về uy tín của một quốc vương.”",Nhã Nam,250000,496,212500,30/06/2024,NXB Hồng Đức,Còn hàng,600
Thích Thanh Hiền,Phật Học Thời @,"Một tiêu chuẩn người hoằng pháp giảng giải giáo pháp cho mọi người cần đáp ứng ba tiêu chí sau, đó là phải khế lý, khế cơ và khế thời. Khế lý là giảng giải làm sao cho người nghe hiểu được chân lý một cách chính xác, tránh sự ngộ nhận sai lầm đối với chân tướng sự thật. Khế cơ là phải phù hợp với trình độ, căn cơ và hoàn cảnh của mỗi người. Khế thời có nghĩa là tùy vào mỗi thời đại mà các giáo lý, các khái niệm Phật học cần được diễn giải dưới những hình thức khác nhau, tùy theo mức độ phát triển nền tri thức của nhân loại thời kỳ đó, như vậy mới giúp cho Phật pháp trở nên gần gũi và dễ tiếp nhận hơn. Do vậy mà trong Phật pháp hình thành thêm bộ luận tạng, là những trước tác của người đời sau tùy vào thời đại của mình mà có những ngôn từ và cách trình bày khác nhau, nhằm giúp cho giáo lý và các khái niệm trong kinh Phật trở nên dễ hiểu và gần gũi với người ở thời đại đó.",Thái Hà,139000,232,118000,17/05/2024,NXB Lao Động,Còn hàng,400
Bruce Bryans,Red Flag Trong Tình Yêu,"Đàn ông không thật sự “sợ ràng buộc”. Khi một người đàn ông nói với bạn rằng anh ấy “sợ ràng buộc”, rất có thể điều anh ta thực sự muốn nói là anh ta không quan tâm đến bạn và chỉ lợi dụng bạn để giết thời gian cho đến khi gặp được ai đó “tốt hơn”.",1980 Books,149000,216,126500,10/05/2024,NXB Lao Động,Còn hàng,400
TS Trần Quốc Việt,Quản Trị Chiến Lược Thực Chiến,"Trong bối cảnh nền kinh tế thế giới liên tục biến đổi, cả cơ hội và thách thức không ngừng xuất hiện, để doanh nghiệp tồn tại và phát triển đi lên, những người làm lãnh đạo và quản lý cấp cao cần thiết am hiểu về quản trị chiến lược.",Alpha Books,350000,404,297500,06/08/2024,NXB Công Thương,Còn hàng,550
Bùi Văn Như,Rèn Nhân Cách - Luyện Tài Năng - Bác Hồ - Tấm Gương Khiêm Tốn,"KHIÊM TỐN, nghĩa là có ý thức và thái độ đúng mực trong việc đánh giá bản thân, không tự mãn, tự kiêu, không tự cho mình hơn người. Trong cuộc sống, khiêm tốn thể hiện từ lời ăn, tiếng nói, cách ứng xử, truy cầu học hỏi, không ngừng hoàn thiện bản thân. Ngược lại với khiêm tốn là kiêu căng, kiêu ngạo, tự cao, tự đại.",NXB Kim Đồng,22000,76,18500,03/09/2024,NXB Kim Đồng,Còn hàng,250
Ngọc Anh,Sách Mặt Nạ - Cắt + Tô Màu Động Vật,ÚM BA LA MẶT NẠ HIỆN RA!,Đinh Tị,39000,20,33000,18/08/2024,NXB Hà Nội,Còn hàng,250
Phạm Văn Hòa,Rèn Nhân Cách - Luyện Tài Năng - Bác Hồ - Tấm Gương Yêu Nước,"YÊU NƯỚC, tình yêu đất nước hay lòng ái quốc, là cảm xúc, tình cảm, tinh thần yêu thương tích cực dành cho quê hương, đất nước, cội nguồn của một cá nhân hay một cộng đồng. Quê hương có thể là một vùng, một thành phố và khái niệm này còn thường gắn với một quốc gia. Tình yêu đất nước, quê hương thể hiện ở niềm tự hào về những thành tựu của văn hóa, lịch sử, truyền thống... cũng như mong muốn được bảo vệ, giữ gìn, cống hiến hết mình cho nhân dân, cho Tổ quốc. Đọc những chuyện kể về Bác, chúng ta thấy một cuộc đời tận trung với nước, tận hiếu với dân và tận hiến đời mình cho dân tộc Việt Nam. Với Bác, yêu nước là đấu tranh giải phóng ách nô lệ, giành độc lập dân tộc, tự do cho nhân dân, hạnh phúc cho đồng bào; yêu nước còn là xây dựng gia đình hạnh phúc, yêu văn hóa văn minh, bảo tồn, lưu truyền giá trị truyền thống văn hóa, ra sức lao động sản xuất, góp phần xây dựng đất nước nhà càng “đàng hoàng hơn, to đẹp hơn”, sánh vai với các cường quốc năm châu.",NXB Kim Đồng,22000,76,18500,03/09/2024,NXB Kim Đồng,Còn hàng,250
Alan Nguyễn Tú,Sách Cẩm Nang Canva - Thiết Kế Dễ Như Chơi,"Cuốn sách được viết ra mong muốn gửi đến thầy cô giáo, sinh viên, học sinh, nhân viên văn phòng, chủ doanh nghiệp, những người đam mê thiết kế… nguồn tài liệu toàn diện, từ cơ bản đến nâng cao, giúp mọi người không chỉ sử dụng Canva một cách thành thạo và còn khai thác tối đa sức mạnh sáng tạo của bản thân thông qua công cụ này.",Thái Hà,289000,336,245500,17/08/2024,NXB Công Thương,Còn hàng,400
Diệp Hồng Vũ,Rối Loạn Tâm Lý - Kỳ Quái Hay Tâm Thần,Bạn đã bao giờ thắc mắc rằng:,1980 Books,195000,408,165500,24/08/2024,NXB Dân Trí,Còn hàng,550
Thân Hoàng Giang,Sách Tô Màu - Vàng Xám Và Những Ngày Xanh,Quà tặng: - Bản thường: Sticker,AZ Việt Nam,132000,96,112000,03/06/2024,NXB văn học,Còn hàng,260
Nhiều tác giả,Sách Tranh Học Nói - Bé Bi Bô… - Học Cách Xưng Hô,"Mùa xuân tới, Vịt cùng bố mẹ ghé thăm gia đình ông bà nội, ở đó có bác trai, bác gái, có anh, chị…",NXB Kim Đồng,30000,24,25500,17/08/2024,NXB Kim Đồng,Còn hàng,250
Nhiều tác giả,Sách Tranh Học Nói - Bé Bi Bô… - Học Gọi Tên Cảm Xúc,"Trong chuyến đi dã ngoại cùng mẹ, Vịt bắt đầu được học cách gọi tên những cảm xúc của mình. Đó là niềm vui, nỗi buồn, sự háo hức…",NXB Kim Đồng,30000,24,25500,17/08/2024,NXB Kim Đồng,Còn hàng,250
Ngọc Anh,Sách Mặt Nạ - Cắt + Tô Màu Ngựa Một Sừng,"Bộ sách mang tới trò chơi cho các bạn nhỏ, được hướng dẫn để làm được chiếc mặt nạ rực rỡ sắc màu theo sở thích. Bé có thể nhập vai thành các nhân vật độc đáo trong bữa tiệc hóa trang, các trò chơi vui nhộn hay các dịp lễ thiếu nhi 1/6, trung thu… Các bé có thể tô màu, cắt theo hình vẽ và xỏ dây để hóa thân với những chiếc mặt nạ. Bộ sách không chỉ mang lại những giờ phút giải trí vui vẻ, sách còn giúp các con phát huy trí tưởng tượng, khả năng tư duy, luyện cho mắt tinh và đôi bàn tay khéo léo! Sách dành cho các bé từ 3 tuổi. Gồm có 3 chủ đề:",Đinh Tị,39000,20,33000,18/08/2024,NXB Hà Nội,Còn hàng,250
Nhiều tác giả,Sách Tranh Học Nói - Bé Bi Bô… - Học Đếm,"Ồ, quả đậu của bà nội vừa nứt vỏ, các bạn hạt đậu đang muốn ra chơi với Vịt kìa!",NXB Kim Đồng,30000,24,25500,17/08/2024,NXB Kim Đồng,Còn hàng,250
Nhiều tác giả,Sách Tranh Học Nói - Bé Bi Bô… - Học Miêu Tả Động Tác,"“Đi”, “chạy”, “nhảy”… Những từ ngữ miêu tả động tác ấy vô cùng quen thuộc với tất cả các bạn nhỏ đúng không?",NXB Kim Đồng,30000,24,25500,17/08/2024,NXB Kim Đồng,Còn hàng,Đang
Nhiều tác giả,Sách Tranh Học Nói - Bé Bi Bô… - Học Nhận Biết Màu Sắc,"Cũng là màu xanh, nhưng màu xanh của biển khác hẳn màu xanh của bầu trời.",NXB Kim Đồng,30000,24,25500,17/08/2024,NXB Kim Đồng,Còn hàng,250
Nhiều tác giả,Sách Tranh Học Nói - Bé Bi Bô… - Học So Sánh,"Trên đường đi du lịch, gia đình nhà Vịt bỗng dưng phải “chạm trán” một quái vật kì lạ.",NXB Kim Đồng,30000,24,25500,17/08/2024,NXB Kim Đồng,Còn hàng,250
Nhiều tác giả,Sách Tranh Học Nói - Bé Bi Bô… - Học Từ Trái Nghĩa,"Từ trái nghĩa luôn ở xung quanh chúng ta, ngay ở trong vườn rau của bà cũng có thật nhiều các từ trái nghĩa.",NXB Kim Đồng,30000,24,25500,17/08/2024,NXB Kim Đồng,Còn hàng,250
Nhiều tác giả,Sách Tranh Học Nói - Bé Bi Bô… - Học Nói Lên Cảm Giác,"Ướt, bẩn, sạch sẽ… Đó là những cảm giác quen thuộc mà các bạn nhỏ có thể cảm nhận hàng ngày.",NXB Kim Đồng,30000,24,25500,17/08/2024,NXB Kim Đồng,Còn hàng,250
Robert Hromas,Sếp Của Einstein - 10 Nguyên Tắc Để Lãnh Đạo Những Người Xuất Chúng,"Năm 1933, nhà bác học Albert Einstein chạy trốn khỏi Đức Quốc xã tới những con đường rợp bóng cây ở Princeton, New Jersey, Mỹ. Về cơ bản, nhà vật lý khi ấy đã nổi tiếng với những công trình nghiên cứu và được chào đón ở bất cứ đâu tại nước Mỹ. Tuy vậy, Einstein đã chọn dừng chân tại Viện Nghiên cứu Cao cấp IAS – một trung tâm nghiên cứu còn non trẻ ở thời điểm đó.",FIRST NEWS,168000,264,142500,05/08/2020,NXB Tổng Hợp TPHCM,Còn hàng,450
Morgan Housel,Same As Ever - Quy Luật Bất Biến Về Bản Chất Con Người Và Tâm Lý Làm Giàu,"Có câu nói rằng “Để biết được nơi bạn đang đi đến, bạn phải biết rõ nơi bạn đã từng ở”. Muốn có một tương lai chắc chắn, bạn phải hiểu rõ bản thân mình ở hiện tại và cần lập kế hoạch rõ ràng.",1980 Books,219000,408,186000,24/08/2024,NXB Công Thương,Còn hàng,550
Nhiều tác giả,Sách Viết Xóa Thông Minh - Nhận Biết Thời Gian Và Từ Vựng,"Sách viết xóa thông minh sẽ là cuốn sách cho con thoải mái tô viết vẽ lên trang sách, lau sạch thật dễ dàng chỉ với khăn giấy.",Đinh Tị,65000,20,55000,26/08/2024,NXB Thanh Niên,Còn hàng,350
Nhiều tác giả,Sách Viết Xóa Thông Minh - Mê Cung Và Nối Số,"Sách viết xóa thông minh sẽ là cuốn sách cho con thoải mái tô viết vẽ lên trang sách, lau sạch thật dễ dàng chỉ với khăn giấy.",Đinh Tị,65000,20,55000,26/08/2024,NXB Thanh Niên,Còn hàng,350
Andy Neal,Sáng Tạo Bắt Nguồn Từ Chính Bạn,Sáng tạo có thể “dạy” được hay không?,Cty Văn Hóa Văn Lang,145000,288,123000,17/08/2024,Nxb Thanh Hóa,Còn hàng,400
Yako Ressha,Series Thần Xã Shinomiya - Lời Nguyền Trên Núi,"Đâu đó tại Kyushu, Nhật Bản, có một thần xã cổ kính mà ít ai biết đến mang tên Shinomiya. Thần xã Shinomiya tồn tại từ đời này sang đời khác và chứng kiến rất nhiều sự kiện dị thường.",AZ Việt Nam,109000,208,92500,10/10/2024,NXB Lao Động,Còn hàng,400
Yuval Noah Harari,Sapiens - Lược Sử Loài Người Bằng Tranh - Tập 3: Những Chủ Nhân Của Lịch Sử,“Sapiens: Lược sử loài người bằng tranh” ra mắt tập 3 với chủ đề “Những chủ nhân của lịch sử”,Alpha Books,399000,276,339000,10/09/2024,NXB Dân Trí,Còn hàng,750
Nhiều tác giả,Sách Viết Xóa Thông Minh - Bảng Cửu Chương Và Phép Cộng,"Sách viết xóa thông minh sẽ là cuốn sách cho con thoải mái tô viết vẽ lên trang sách, lau sạch thật dễ dàng chỉ với khăn giấy.",Đinh Tị,65000,20,55000,26/08/2024,NXB Thanh Niên,Còn hàng,350
Higashino Keigo,Siêu Án Mạng - Nỗi Ưu Phiền Của Các Nhà Văn Trinh Thám,"Một cuốn tiểu thuyết với motif cực lạ của Higashino Keigo, chạm đến những vấn đề cực nhức nhối!!!",Nhã Nam,130000,268,110500,30/06/2024,NXB Hà Nội,Còn hàng,750
Eongyu Joo,Siêu Bình Thường,"Dẫu bình thường, chúng ta vẫn có thể làm những điều phi thường!",AZ Việt Nam,89000,200,75500,29/07/2024,NXB văn học,Còn hàng,400
Chia-Fen Her,Song Ngữ Việt Anh - Khám Phá Thế Giới - Các Loài Chim - Birds,Bạn ơi mở sách ra nào,Đinh Tị,28000,24,23500,11/08/2024,NXB Thanh Niên,Còn hàng,300
Alex Langlois,Sổ Tay Kiến Thức Bằng Tranh - Sự Sống Trên Trái Đất,"Cuốn sách cung cấp các kiến thức cơ bản về mọi thứ trên Trái đất với 4 chủ đề: hành tinh Trái đất, thực vật, động vật, con người. Hãy cũng khám phá quả địa cầu được làm từ đất đá, nước và lửa, cùng những bí mật của thế giới sinh vật qua những hình vẽ hấp dẫn, đáng yêu!",Nhã Nam,50000,128,42500,04/07/2024,NXB Thế Giới,Còn hàng,300
Mộ Vân Chi,Sống Cả Nể Đời Không Nể,"Trong cuộc sống muôn màu muôn vẻ, muôn hình vạn trạng của chúng ta, được xây dựng lên bởi mối quan hệ xã hội, giữa con người với con người. Những kỹ năng, ứng xử giao tiếp được thể hiện hằng ngày ở mọi môi trường, từ gia đình cho tới công việc, ở nơi công cộng và trong việc đối nhân xử thế.",Bách Việt,139000,324,118000,16/05/2024,NXB Dân Trí,Còn hàng,500
Chia-Fen Her,Song Ngữ Việt Anh - Khám Phá Thế Giới - Bạn Sống Ở Đâu Thế? - Where Do You Live,Khám phá thế giới biết bao diệu kỳ!,Đinh Tị,28000,24,23500,11/08/2024,NXB Thanh Niên,Còn hàng,300
Chia-Fen Her,Song Ngữ Việt Anh - Khám Phá Thế Giới - Các Màu Sắc Trên Trái Đất - Colours On Earth,Bạn ơi mở sách ra nào,Đinh Tị,28000,24,23500,11/08/2024,NXB Thanh Niên,Còn hàng,300
Chia-Fen Her,Song Ngữ Việt Anh - Khám Phá Thế Giới - Các Tộc Người Trên Khắp Thế Giới - Native People Around The World,Bạn ơi mở sách ra nào,Đinh Tị,28000,24,23500,11/08/2024,NXB Thanh Niên,Còn hàng,300
Chia-Fen Her,Song Ngữ Việt Anh - Khám Phá Thế Giới - Trong Lòng Đất - Under The Ground,Bạn ơi mở sách ra nào,Đinh Tị,28000,24,23500,11/08/2024,NXB Thanh Niên,Còn hàng,300
Chia-Fen Her,Song Ngữ Việt Anh - Khám Phá Thế Giới - Trên Bãi Biển - At The Beach,Bạn ơi mở sách ra nào,Đinh Tị,28000,24,23500,11/08/2024,NXB Thanh Niên,Còn hàng,300
Chia-Fen Her,Song Ngữ Việt Anh - Khám Phá Thế Giới - Tommy Muốn Có Một Cái Đuôi - Tommy Wants A Tail,Bạn ơi mở sách ra nào,Đinh Tị,28000,24,23500,11/08/2024,NXB Thanh Niên,Còn hàng,300
Lưu Đồng,Sống Tự Tại - Bước Thong Dong,"Bạn lúc nào cũng chỉ nhìn thấy bản thân toàn là khuyết điểm, không xinh đẹp, không giỏi giang, không giàu có",AZ Việt Nam,125000,336,106000,27/06/2024,NXB văn học,Còn hàng,500
