Author,Book_name,Content,Issuiers,Market_Price,Num_Page,Price,Publish_date,Publisher,Status,Weight
Trần Đình Chất,Vui Buồn Hoa Phượng,,Thái Hà,189000,392,160500,13/01/2023,NXB Hà Nội,Còn hàng,700
Phạm Phú Quảng,"Ô Vẻ Đời - Cuộc Đời Thật Ngắn Ngủi, Đừng Phí Hoài Niềm Vui","Hai câu thơ của Hoàng Mạnh Cương “Miền Trung mỏng và sắc như cật nứa. Chuốt ruột mình thành dải lụa sông Lam” chính là nơi gã rời thiên đàng bụng mẹ để bước vào bể khổ trần gian. Nếu ai chưa từng một lần ở lại miền Trung quê gã thì có thể nghe Hoàng Mạnh Cương tả thêm rằng: “Mảnh đất nghèo mồng tơi không kịp rớt. Lúa con gái mà gầy còm úa đỏ. Chỉ gió bão là tốt tươi như cỏ. Không ai gieo mà mọc trắng mặt người.” Gã tốt nghiệp Đại Học Xây Dựng Hà Nội những năm ơ kìa, và Ô Vẻ Đời là tập hợp những nét vẽ vụn vặt gã vẽ cho bạn bè, cho chính mình vào những năm tháng rất đỗi khó khăn trong cuộc đời gã. Những năm tháng gã thề từ bỏ cái nghề thợ hồ bụi bặm với chan chứa nợ nần, những năm tháng gã chẳng còn có cái công trình nào để vẽ – gã bắt đầu vẽ chữ – những con chữ xộc xệch, gàn dở như chính con người gã, những con chữ ngả nghiêng trên tập bản vẽ hoàn công công trình đã hết hạn bảo hành.",Thái Hà,149000,332,126500,13/12/2022,NXB Hà Nội,Còn hàng,400
Maki Rieko,Chuyện Thường Ngày Của Ông Tướng Tiểu Học,“Chuyện thường ngày của ông tướng tiểu học”,Thái Hà,99000,164,84000,15/12/2022,NXB Lao Động,Còn hàng,300
Nicholas Oldland,Ehon Miền Hoang Dã – Hãy Sống Như Chú Nai,"Ngày xửa ngày xưa, có một chú nai sống trong một cánh rừng ở miền hoang dã, nhưng lối hành xử của chú không hoang dã chút nào. Bạn bè chú dường như có thể vui đùa hớn hở trong mọi tình huống, còn chú vẫn rất ôn hòa. Đôi khi, chú tự hỏi liệu mình có bỏ lỡ điều thú vị gì ngoài kia không…",Thái Hà,55000,32,46500,14/12/2022,NXB Công Thương,Còn hàng,100
Nicholas Oldland,Ehon Miền Hoang Dã – Giáng Sinh Trong Rừng,"Ngày xửa ngày xưa, có một chú gấu, một chú nai và một chú hải ly yêu thích tổ chức lễ mừng Giáng sinh.",Thái Hà,55000,32,46500,14/12/2022,NXB Công Thương,Còn hàng,100
Nguyễn Ngọc Ái Quỳnh,Làm Ba Mẹ Bắt Đầu Từ Đâu?,Làm ba mẹ bắt đầu từ đâu?,Thái Hà,189000,212,160500,12/12/2022,NXB Lao Động,Còn hàng,300
Linda Locke,Những Câu Chuyện Tò Mò Của Bé - Tại Sao Mọi Người Lại Khóc Vì Hạnh Phúc?,"Hôm nay, Jack sẽ đi đến thăm anh chị em họ của cậu. Lúc ở sân bay, Jack để ý thấy một số hành khách đang vừa khóc vừa mỉm cười. Cậu bé bối rối lắm. Tại sao mọi người lại khóc khi mà họ đang hạnh phúc nhỉ? Mẹ sẽ giải thích điều đó thế nào với Jack đây?",Thái Hà,28000,24,23500,17/12/2022,NXB Hà Nội,Còn hàng,150
Linda Locke,Những Câu Chuyện Tò Mò Của Bé - Tại Sao Con Lại Là Con Một?,"Hôm nay, Jack từ trường về đến nhà tỏ ra hết sức buồn bã bởi vì cậu bé không có anh, chị, em ruột. Mẹ sẽ nói gì nhỉ?",Thái Hà,28000,28,23500,17/12/2022,NXB Hà Nội,Còn hàng,150
Linda Locke,"Những Câu Chuyện Tò Mò Của Bé - Tại Sao Mẹ Suốt Ngày Nói ""Không"" Thế?","Trong cuốn sách này, cậu bé Jack hiếu kỳ muốn thử làm nhiều việc khác biệt. Cậu tự hỏi không biết khi chạm vào ngọn lửa thì cảm giác sẽ ra sao nhỉ? Cậu muốn biết nơi sâu nhất trong bể bơi ẩn chứa bí mật gì? Thế nhưng mẹ cứ liên tục nói “KHÔNG” với cậu. Jack sẽ làm gì đây?",Thái Hà,28000,28,23500,17/12/2022,NXB Hà Nội,Còn hàng,150
George Orwell,Chìm Nổi Giữa Paris Và London,Tác phẩm phơi bày nhiều mặt tối của chủ nghĩa tư bản là,NXB Phụ Nữ,144000,248,122000,06/12/2022,NXB Phụ Nữ,Còn hàng,Đang
Nhiều tác giả,Võ Văn Kiệt Trăm Năm Trong Một Chữ Dân,"Cuốn sách bao gồm 32 bài viết hầu hết chưa từng được xuất bản của nhiều tác giả là các chính trị gia, nhà nghiên cứu, chuyên viên, các nhà văn, nhà báo, kể lại những câu chuyện liên quan đến cuộc đời hoạt động và di sản của cố Thủ tướng Võ Văn Kiệt - một người đã dũng cảm dấn thân vì sự nghiệp vẻ vang của dân tộc với tầm nhìn xa trông rộng nhưng lại rất gần gũi với thực tiễn đời sống của đất nước qua nhiều giai đoạn. Ông luôn luôn trăn trở, tìm tòi, đột phá trong cả tư duy và hành động.",NXB Tổng Hợp TPHCM,140000,304,119000,07/12/2022,NXB Tổng Hợp TP.HCM,Còn hàng,460
Nicholas Oldland,Ehon Miền Hoang Dã - Bước Chân Hoang Dã,"Ngày xưa, gấu, nai và hải ly rất thích đi phiêu lưu cùng nhau. Nhưng thỉnh thoảng, bản tính cạnh tranh ngăn chúng góp vui vào cuộc hành trình thú vị của chính mình.",Thái Hà,55000,32,46500,14/12/2022,NXB Công Thương,Còn hàng,100
Nicholas Oldland,Ehon Miền Hoang Dã - Bộ Ba Vượt Suối,"Tại khu rừng nọ, có một bộ ba gồm hải ly, nai và gấu chơi với nhau rất thân. Dù thân nhau lắm, nhưng chúng cũng thường xuyên cãi nhau.",Thái Hà,55000,32,46500,14/12/2022,NXB Công Thương,Còn hàng,100
Nicholas Oldland,Ehon Miền Hoang Dã - Cái Ôm Hào Hiệp Của Chú Gấu,"Có một chú gấu luôn mang trong mình đầy tình yêu thương và hạnh phúc. Bất cứ khi nào chú gấu đi ngang qua một sinh vật sống, chú đều tặng một cái ôm.",Thái Hà,55000,32,46500,14/12/2022,NXB Công Thương,Còn hàng,100
Jason Brennan,Triết Lí Của Người Giàu Sang,"Họ cho rằng muốn kiếm được nhiều tiền thì phải bóc lột người khác, và cách tốt nhất để rửa sạch vết nhơ đã gây ra là hãy cho đi thật nhiều.",1980 Books,169000,320,143500,19/12/2022,NXB Thanh Niên,Còn hàng,480
Hàn Mặc Tử,Máu Và Trăng,"“Âm điệu của thơ tôi, âm điệu thiêng liêng tạo ra trong khi máu cuồng rên vang dưới ngòi bút.” - Hàn Mặc Tử",NXB Kim Đồng,120000,64,102000,23/12/2022,NXB Kim Đồng,Còn hàng,370
Valentin Verthé,Hỏi Đáp Cùng Em! - Bóng Đá!,,Nhã Nam,229000,112,194500,23/12/2022,NXB Thế Giới,Còn hàng,300
ThS Nguyễn Thị Thu Hằng ThS Trương Gia Quyền,Thực Hành Tiếng Trung Hiệu Quả - Trình Độ Sơ Cấp,"Ai cũng biết học để tiến bộ, nhưng tiến bộ để làm gì? Nếu động lực học là để thể hiện bản lĩnh, thái độ ấy sẽ cản trở việc học trước tiên. Điều này các nhà giáo dục từ xưa đã dạy, nhưng trong thế giới hiện đại, vẫn là nền tảng vững chắc: đạo đức phải đi trước tài năng. Học để đưa xã hội cùng đi lên với mình, chứ không phải để đánh bại xã hội.",NXB Tổng Hợp TPHCM,105000,224,89000,23/12/2022,NXB Tổng Hợp TPHCM,Còn hàng,220
Raja Raiamannar,Quantum Marketing - Bộ Công Cụ Tiếp Thị Trong Thế Giới Siêu Kết Nối,"Hầu hết mọi thứ về tiếp thị được thực hiện ngày nay, bao gồm cả khái niệm về bản thân thương hiệu, sẽ đòi hỏi một sự tái tư duy hoàn toàn.",Alpha Books,349000,200,296500,23/12/2022,NXB Công Thương,Còn hàng,300
Diêu Gia Kì,Khám Phá Thế Giới Quanh Em - Hành Trình Về Nhà Của Giọt Nước,"Giọt nước nhỏ ham chơi ở trên trời nhìn thấy hoa cỏ cây cối vui đùa dưới đất mới vui làm sao! Bạn ấy cũng muốn được xuống đó để chơi cùng mọi người. Cho tới một ngày, điều ước của giọt nước đã thành hiện thực. Thế nhưng bạn ấy lại nhớ mẹ mây biết chừng nào! Làm thế nào để giọt nước trở về nhà được nhỉ? Mời các em cùng khám phá nhé!",NXB Kim Đồng,30000,28,25500,18/12/2022,NXB Kim Đồng,Còn hàng,100
Triệu Hiểu Ninh,"Khám Phá Thế Giới Quanh Em - ""Nhân Viên"" Khí Tượng Đặc Biệt","Sơn dương định đi du ngoạn một chuyến, nhưng cả rùa, chuồn chuồn và nhện đều cảnh báo rằng trời sắp mưa to. Vì sao các bạn ấy lại biết được điều đó nhỉ? Liệu chuyến du lịch của sơn dương sẽ như thế nào? Mời các em cùng khám phá nhé!",NXB Kim Đồng,30000,28,25500,18/12/2022,NXB Kim Đồng,Còn hàng,100
Đồ Nam Tử,Quả Dưa Đỏ,Lấy cốt truyện,Đông A,390000,320,331500,31/12/2022,NXB Dân Trí,Còn hàng,400
Philippa Perry,Cuốn Sách Bạn Ước Cha Mẹ Mình Từng Đọc (Và Con Bạn Sẽ Vui Nếu Bạn Đọc Nó),,Nhã Nam,145000,399,123000,12/01/2023,NXB Phụ Nữ Việt Nam,Còn hàng,750
Tomoe Ishizumi,AI Chuyện Chưa Kể,"“Tôi muốn biết công việc và sự nghiệp của mình sẽ thay đổi như thế nào nếu ứng dụng AI”, một doanh nhân bày tỏ.",Thái Hà,109000,268,92500,06/01/2023,NXB Công Thương,Còn hàng,500
Nguyễn Nguyệt Anh,Tuổi Trẻ Vừa Đi Vừa Học,Người ta chỉ có thể trở thành một người khác khi có đủ can đảm để đâm thẳng vào nỗi sợ của chính mình.,AZ Việt Nam,109000,232,92500,04/01/2023,NXB Phụ Nữ Việt Nam,Còn hàng,500
Jang Hae Joo,Hôm Nay Con Lại Nổi Giận Với Mẹ,"Dành tặng mẹ, người mà con vô cùng trân quý!",AZ Việt Nam,96000,224,81500,09/01/2023,NXB Dân Trí,Còn hàng,500
Nguyễn Thị Thanh Huệ,Tứ Quái Bóng Gáo,Miền Tây Nam Bộ là quê hương của nhóm bạn tinh nghịch,NXB Kim Đồng,36000,144,30500,05/01/2023,NXB Kim Đồng,Còn hàng,300
Grant Leboff,Những Ngộ Nhận Về Marketing - Myths Of Marketing,"• Marketing chính là quảng cáo, nếu doanh nghiệp thành công nhờ truyền miệng thì không cần marketing nữa",Nhã Nam,123000,277,104500,28/12/2022,NXB Dân Trí,Còn hàng,300
Hideo Okuda,Câu Chuyện Của Khoa Thần Kinh: Trong Bể Bơi,"“Stress á? Ra mấy khu phố mua bán sầm uất vào ban đêm, gặp yakuza xem thế nào? Động tới yakuza chỉ có nước hồn xiêu phách lạc. Phiền não không đâu sẽ bị thổi bay hết. Vì bị yakuza rượt đuổi mà. Một khi tính mạng bị đe dọa, còn tâm trí nào để lo lắng về công ty với gia đình đây.”",AZ Việt Nam,149000,336,126500,09/01/2023,NXB Thế Giới,Còn hàng,550
Isador Henry Coriat,Giải Mã Giấc Mơ - Tâm Lý Ứng Dụng Theo Nghiên Cứu Của Freud,Mục đích của cuốn sách này là mở rộng kiến thức về những khám phá quan trọng ảnh hưởng đến sự an lạc của cá nhân và xã hội trong những năm gần đây thông qua những nghiên cứu về tâm lý.,Bách Việt,85000,172,72000,16/01/2023,NXB Lao Động,Còn hàng,500
Doãn Duy An,Sự Náo Nhiệt Khi Ở Một Mình,Có chứ.,AZ Việt Nam,129000,344,109500,10/01/2023,NXB Thế Giới,Còn hàng,650
Per,Những Nỗi Buồn Ở Chế Độ Lặng Im,"Thanh xuân không phải một gương mặt xinh, một bờ môi đỏ, một vòng tay dịu dàng, mà là những nhiệt huyết cháy bừng như ánh nắng mùa hạ có lúc lại dịu dàng như cơn gió mùa xuân. Thanh xuân là thứ khi bạn trải qua thì không mảy may để ý, đến khi qua rồi mới bằng lòng đánh đổi tất cả để lấy lại.",AZ Việt Nam,93000,256,79000,05/01/2023,NXB Phụ Nữ Việt Nam,Còn hàng,500
Helen Brown,BLACKPINK - Hãy Mơ Lớn Khi Còn Có Thể,,AZ Việt Nam,88000,64,74500,03/01/2023,NXB Dân Trí,Còn hàng,500
Giuditta Campello,Bốn Mùa Bên Nhau - Đêm Đông Ấm Áp,"Trong khu rừng, tất cả đều đang chờ đợi một điều gì đó thật đặc biệt… A, tuyết rơi! Sóc, Thỏ và Chim Sẻ rủ nhau chơi trốn tìm. Nhưng giữa trời tuyết trắng xóa, Thỏ không may bị đi lạc. Nhóm bạn sẽ tìm nhau bằng cách nào đây?",NXB Kim Đồng,45000,28,38000,30/12/2022,NXB Kim Đồng,Còn hàng,135
Mo Hayder,Quỷ Lùn,,Nhã Nam,236000,495,200500,12/01/2023,NXB Hội Nhà Văn,Còn hàng,700
Giuditta Campello,Bốn Mùa Bên Nhau - Rừng Xuân Rực Rỡ,"Mùa xuân đến, đất trời như hồi sinh sau mùa đông giá buốt. Nhím cũng đã thức dậy sau giấc ngủ đông dài. Cả một rừng hoa nở, khiến ai ai cũng rạo rực vui sướng, chỉ riêng Sóc cứ ủ rũ. Hóa ra là cây thủy tiên của Sóc trồng vẫn chưa nở hoa! Các bạn muông thú phải làm thế nào để giúp Sóc đây?",NXB Kim Đồng,45000,28,38000,30/12/2022,NXB Kim Đồng,Còn hàng,135
Giuditta Campello,Bốn Mùa Bên Nhau - Quà Thu Dịu Dàng,"Tiết trời đang chuyển sang thu, không khí thật dịu dàng, mát mẻ. Kì ngủ đông của Nhím lại bắt đầu, cậu ấy sẽ bỏ lỡ biết bao điều thú vị của mùa thu mất. Các bạn Sóc, Thỏ, Chim Sẻ cùng tìm cách giúp Nhím tận hưởng mùa thu. Phải làm thế nào đây?",NXB Kim Đồng,45000,28,38000,30/12/2022,NXB Kim Đồng,Còn hàng,135
Giuditta Campello,Combo Bốn Mùa Bên Nhau (4 Quyển),"Xuân, hạ, thu, đông, cứ mỗi mùa đến, khu rừng lại mang một vẻ đẹp riêng. Nhưng có một thứ chẳng hề thay đổi: đó là tình bạn thắm thiết của nhóm bạn Sóc, Sẻ, Nhím, Thỏ. Bộ sách",NXB Kim Đồng,180000,32,153000,30/12/2022,NXB Kim Đồng,Còn hàng,540
Giuditta Campello,Bốn Mùa Bên Nhau - Tiệc Hè Rộn Ràng,,NXB Kim Đồng,45000,28,38000,30/12/2022,NXB Kim Đồng,Còn hàng,135
Hồ Thận Chi,Nếu Thiếu Vắng Tình Thương Của Cha,"Đối với chủ đề “người cha” có lẽ cũng khá quen thuộc, thế nhưng qua 3 phần, tương ứng 13 chương của cuốn sách này chắc chắn sẽ mang đến cho bạn những nội dung vô cùng sâu sắc và thiết thực để giúp bạn gỡ rối cuộn len các mối quan hệ gia đình, làm rõ mối liên hệ giữa chúng và đưa ra những giải pháp mới dưới góc nhìn của một nhà tâm lý học.",Bizbooks,165000,364,140000,31/12/2022,NXB Hồng Đức,Còn hàng,400
Tetsuro Kondo,Bản Đồ Về Dòng Tiền: Hiểu Và Áp Dụng Sơ Đồ Kế Toán Trong Doanh Nghiệp Và Đời Sống,1. Doanh thu,Bizbooks,145000,231,123000,31/12/2022,NXB Hồng Đức,Còn hàng,300
Lalah Delia,Nâng Cao Tần Số Rung Động Mỗi Ngày: Khám Phá Cách Năng Lượng Vận Hành,"Tác giả nhấn mạnh từ “mỗi ngày” trong cụm “nâng cao tần số rung động mỗi ngày” vì đây là cả một quá trình. Những lựa chọn và hành động mà chúng ta thực hiện mỗi ngày đều ẩn chứa một sức mạnh làm thay đổi tần số rung động của chúng ta. Thông qua những việc mà ta làm mỗi ngày, chúng ta có thể rèn được lối sống có ích, giúp ta tránh xa một lối sống không có lợi cho bản thân cũng như cho tập thể. Luôn là vậy, cuộc sống của chúng ta được tạo ra từ mỗi khoảnh khắc và mỗi sự lựa chọn.",Bizbooks,135000,220,114500,31/12/2022,NXB Hồng Đức,Còn hàng,300
Nhạc Hiểu Đông,Hồ Sơ Tâm Lý - Bí Mật Thiên Tài Harvard,Ai cũng có một miền đất hứa để mộng mơ và với nhiều tâm hồn trẻ chỉ đơn giản là được đặt chân tới Harvard - một trong những ngôi trường danh tiếng nhất thế giới.,AZ Việt Nam,150000,304,127500,06/01/2023,NXB Thanh Niên,Còn hàng,600
Trần Chí Danh,Ennegram: Giải Mã Bản Thân Qua 9 Loại Hình Tính Cách,"Khi bạn không hiểu chính mình, cuộc sống sẽ bị chôn vùi bởi những việc như: khó đưa ra quyết định, khó thiết lập và đạt được mục tiêu, và khó để cảm thấy thỏa mãn bởi bạn thật sự không biết mình muốn gì. Nhiều người tin rằng không ai hiểu mình bằng chính mình. Tuy nhiên, nó không đơn giản như vậy. Thực ra, bộ não con người là hệ thống phức tạp nhất mà chúng ta biết. Hiểu bản thân không phải là điều đơn giản mà bạn nhận được miễn phí khi trở thành con người, cần phải làm việc, suy ngẫm và tự nhận thức rất nhiều để biết được bạn là ai. Làm thế nào để bạn tìm được chính xác vị trí của mình trong một hệ thống phong phú và phức tạp? Nếu bạn chưa biết bắt đầu từ đâu thì “Ennegram: Giải mã bản thân qua 9 loại hình tính cách” sẽ giúp bạn.",Bizbooks,207000,300,175500,31/12/2022,NXB Hồng Đức,Còn hàng,300
Gong Ruping,Mỗi Ngày Là Một Ngày Vui: Cùng Nhau Học Toán,Bộ sách “,NXB Kim Đồng,20000,24,17000,03/01/2023,NXB Kim Đồng,Còn hàng,100
Gong Ruping,Mỗi Ngày Là Một Ngày Vui: Tham Dự Tiệc Hóa Trang,,NXB Kim Đồng,20000,24,17000,03/01/2023,NXB Kim Đồng,Còn hàng,100
Gong Ruping,Mỗi Ngày Là Một Ngày Vui: Chiếc Mũ Mới,,NXB Kim Đồng,20000,24,17000,03/01/2023,NXB Kim Đồng,Còn hàng,100
Gong Ruping,Mỗi Ngày Là Một Ngày Vui: Một Ngày Đầy Tiếng Cười,,NXB Kim Đồng,20000,24,17000,03/01/2023,NXB Kim Đồng,Còn hàng,100
Nhiều tác giả,Hí Hoáy Với Peppa: Bạn Bè Thân Yêu,,NXB Kim Đồng,32000,16,27000,10/01/2023,NXB Kim Đồng,Còn hàng,100
Nhiều tác giả,Hí Hoáy Với Peppa: Gia Đình Đầm Ấm,Cùng tham gia vào những trò chơi tương tác thật vui trong bộ sách Hí hoáy với Peppa nhé! Những cuốn sách vui nhộn với nhiều phần chơi thú vị đang chờ đợi các em để khám phá thế giới đầy màu sắc của Peppa!,NXB Kim Đồng,32000,16,27000,10/01/2023,NXB Kim Đồng,Còn hàng,100
Nhiều tác giả,Hí Hoáy Với Peppa: Vận Động Khỏe Khoắn,,NXB Kim Đồng,32000,16,27000,10/01/2023,NXB Kim Đồng,Còn hàng,100
Nhiều tác giả,Hí Hoáy Với Peppa: Bữa Tiệc Đề Can,Cùng tham gia vào những trò chơi tương tác thật vui trong bộ sách Hí hoáy với Peppa nhé! Những cuốn sách vui nhộn với nhiều phần chơi thú vị đang chờ đợi các em để khám phá thế giới đầy màu sắc của Peppa!,NXB Kim Đồng,32000,16,27000,10/01/2023,NXB Kim Đồng,Còn hàng,100
Stephanie Blake,Siêu Thỏ - Có Một Em Bé Trong Bụng Mẹ,"Vẫn là chú thỏ con Simon lúc thì mè nheo vòi vĩnh khi đi siêu thị, lúc thì nhút nhát bướng bỉnh khi đi khám răng, lúc lại không biết chia sẻ khi đòi bố mẹ cho em bé quay trở lại bệnh viện để em bé khỏi chiểm mất không gian của mình.",Nhã Nam,55000,32,46500,05/01/2023,NXB Hội Nhà Văn,Còn hàng,130
Cù Mai Công,Sài Gòn Một Thuở - Dân Ông Tạ Đó! - Tập 2,"Quyển sách mở ra bằng một không khí thân quen và ấm cúng của những ngày cận Tết, với hình ảnh của những sạp bán lá dong, hương vị của kẹo lạc, “thèo lèo cứt chuột” từ ngày 23 tháng Chạp, khung cảnh nhà nhà ngồi canh nồi bánh chưng đêm 30 Tết, tiếng pháo rền vang vào thời khắc giao thừa và nếp sinh hoạt của bà con Ông Tạ trong những ngày Tết… Đó là những hình ảnh, hương vị và thanh âm gợi một trời ký ức của nhiều thế hệ mà nay đã “phai nhạt mấy màu”.",NXB Trẻ,148000,288,125500,07/01/2023,NXB Trẻ,Hết hàng,500
James Redfield,Lời Tiên Tri Celestine - The Celestine Prophecy,"Những cuộc gặp gỡ định-mệnh, những sự kiện không-ngờ-tới luôn xảy ra trong cuộc sống của bất kỳ ai trong chúng ta. Nhưng bạn có tin rằng những sự việc xảy ra có thể mang đến sự thay đổi cho cuộc đời mình không?.",FIRST NEWS,248000,532,210500,31/12/2022,NXB Dân Trí,Còn hàng,600
Anthony Robbins,Đầu Tư Thông Minh,"Bạn cảm thấy như thế nào nếu từ tâm trí, trái tim và sâu thẳm trong tâm hồn mình, bạn biết mình sẽ luôn được sung túc? Bạn cảm thấy như thế nào khi biết chắc chắn rằng dù có bất cứ chuyện gì xảy ra với nền kinh tế, thị trường chứng khoán hay thị trường bất động sản, bạn vẫn luôn có sự an toàn về mặt tài chính đến cuối đời? Bạn cảm thấy như thế nào khi biết mình sẽ có một gia tài to lớn đủ để bạn không chỉ có thể chăm lo cho gia đình mà còn tận hưởng niềm vui đến từ việc giúp đỡ người khác?",FIRST NEWS,198000,368,168000,07/01/2023,NXB Dân Trí,Còn hàng,400
Đặng Hoàng Ngân,Phía Trước Của Trưởng Thành,"Bước trên hành trình mang tên cuộc đời, không ai chắc chắn điều gì sẽ xảy ra, cũng không ai biết trước con người mình sẽ thay đổi như thế nào theo năm tháng, nhưng nhất định ai rồi cũng phải trưởng thành. Vậy cột mốc nào đánh dấu sự trưởng thành của mỗi người, làm thế nào để biết được bản thân đã trưởng thành?",Quảng Văn,99000,216,84000,29/09/2022,NXB Phụ Nữ,Còn hàng,200
